shiftSinceLineset,motionSinceLineset,snap_motion_gap,init_rel_y_dis,end_rel_y_dis,overall_y_change,init_rel_x_dis,end_rel_x_dis,overall_x_change,motion_s_avg,frames_in_motion,swapped_side,y_dis_travel_pos,y_dis_travel_neg,swapped_y_dir,x_dis_travel_pos,x_dis_travel_neg,inMotionAtBallSnap,init_tackle_dis,end_tackle_dis
0,1,0,1237,660,577,-232,-250,18,289.42857142857144,21,0,3,573,0,19,42,1,974,394
0,1,13,13,-482,495,-262,-178,-84,210.92307692307693,26,1,16,519,0,54,1,0,-265,191
0,1,7,1126,731,395,-128,-133,5,142.0344827586207,29,0,25,428,0,14,30,0,868,468
0,1,0,1080,733,347,-183,-191,8,276.85714285714283,14,0,20,368,0,6,80,1,767,411
0,1,0,300,457,-157,-289,-225,-64,145.73333333333332,15,0,187,33,1,65,18,0,-36,122
1,1,0,803,413,390,-205,-249,44,299.625,40,0,398,778,1,31,85,1,488,104
0,1,13,312,299,13,-538,-528,-10,37.0,2,0,2,15,0,9,3,0,12,-1
0,1,8,290,-1903,2193,-279,-185,-94,444.8,50,1,1,2192,0,129,36,0,-10,1599
0,1,0,776,-335,1111,-241,-367,126,464.7916666666667,24,1,10,1100,0,13,109,1,461,-13
0,1,0,1384,813,571,-242,-191,-51,183.4375,32,0,6,574,0,66,25,0,1075,506
0,1,0,1307,198,1109,-186,-234,48,457.60869565217394,46,0,493,1587,1,27,106,1,982,-108
0,1,8,1236,729,507,-175,-194,19,171.10344827586206,29,0,3,504,0,17,37,0,935,428
0,1,0,699,-386,1085,-290,-366,76,428.7692307692308,26,1,12,1082,0,33,110,1,387,73
0,1,0,216,-221,437,-600,-570,-30,220.9,20,1,1,438,0,45,15,1,-90,-87
1,1,30,231,-6,237,-463,-726,263,104.25714285714285,35,1,12,265,0,4,281,0,-115,-291
1,1,23,1527,489,1038,-151,-228,77,225.72916666666666,48,0,31,1083,0,25,117,0,1181,143
1,1,36,1932,480,1452,-154,-140,-14,357.3170731707317,41,0,35,1475,0,68,68,0,1635,183
0,1,0,1026,-923,1949,-174,-116,-58,338.63793103448273,58,1,7,1956,0,89,102,0,728,622
0,1,36,497,-859,1356,-229,-146,-83,384.5,36,1,2,1366,0,74,53,0,195,563
0,1,10,5,544,-539,-531,-175,-356,185.73529411764707,34,0,538,3,0,345,0,0,-290,192
0,1,0,898,-385,1283,-212,-304,92,469.2857142857143,28,1,5,1288,0,2,92,1,598,75
0,1,0,996,-1059,2055,-132,-154,22,345.08196721311475,61,1,9,2051,0,171,196,0,681,762
0,1,47,64,-15,79,-603,-736,133,134.0,13,0,19,95,1,13,150,0,-231,-313
0,1,11,1259,789,470,-210,-163,-47,163.06896551724137,29,0,6,477,0,16,27,0,924,458
0,1,0,844,274,570,-254,-299,45,359.125,16,0,14,552,0,8,57,1,543,-7
0,1,4,129,841,-712,-249,-159,-90,235.7741935483871,31,0,706,0,0,86,0,0,-200,508
1,1,31,1885,514,1371,-216,-93,-123,269.2156862745098,51,0,2,1368,0,109,82,0,1557,199
1,1,15,1488,224,1264,-126,-387,261,241.98275862068965,58,0,33,1305,0,27,385,0,1192,-85
1,1,35,897,1195,-298,-104,35,-139,117.33333333333333,24,0,298,10,0,55,14,0,601,886
0,1,0,1454,929,525,-252,-228,-24,173.29032258064515,31,0,0,527,0,23,11,1,1149,621
0,1,0,963,482,481,-193,-267,74,408.94736842105266,38,0,522,1019,1,22,95,1,655,155
0,1,0,760,393,367,-193,-268,75,361.05263157894734,38,0,489,860,1,39,115,1,467,95
0,1,0,202,1118,-916,-576,-729,153,385.1372549019608,51,0,1404,492,1,85,238,1,-80,834
0,1,0,892,-50,942,-229,-269,40,456.7142857142857,21,1,10,945,0,2,45,1,612,-286
0,1,32,147,-568,715,-240,-118,-122,255.51724137931035,29,1,2,714,0,72,33,0,-194,287
0,1,9,802,910,-108,-101,-33,-68,89.53703703703704,54,0,276,176,1,78,93,0,499,596
0,1,0,195,256,-61,-493,-412,-81,60.592592592592595,27,0,137,75,1,37,38,0,-108,-58
0,1,0,844,405,439,-240,-328,88,266.7435897435897,39,0,287,723,1,15,108,1,507,75
1,1,51,49,12,37,-784,-804,20,36.0,2,0,6,26,1,12,22,0,-296,-310
0,1,0,1174,536,638,-255,-103,-152,224.2,30,0,10,648,0,67,15,0,837,201
0,1,0,702,485,217,-250,-321,71,323.46875,32,0,397,618,1,13,85,1,418,201
0,1,17,334,-225,559,-382,-595,213,309.0,21,1,4,573,0,2,218,0,29,-74
0,1,0,523,-439,962,-188,-66,-122,253.0,41,1,9,972,0,184,64,0,201,157
0,1,0,286,-1336,1622,-623,-683,60,609.6296296296297,27,1,0,1618,0,21,77,1,-36,1054
0,1,7,1099,1081,18,-228,-73,-155,309.04819277108436,83,0,1275,1297,1,142,109,0,828,806
0,1,2,257,-1976,2233,-527,-203,-324,407.7818181818182,55,1,5,2242,0,324,6,0,-72,1653
0,1,0,980,421,559,-208,-258,50,353.75,16,0,10,570,0,18,69,1,625,73
0,1,43,61,-506,567,-281,-175,-106,232.42307692307693,26,1,10,565,0,113,12,0,-228,182
0,1,0,248,-147,395,-477,-473,-4,109.16666666666667,36,1,9,403,0,58,64,0,-49,-134
0,1,0,784,575,209,-160,-296,136,357.79411764705884,34,0,492,699,1,10,149,1,475,268
0,1,13,767,-909,1676,-239,-146,-93,283.12820512820514,78,1,258,1942,0,117,33,0,465,642
0,1,0,222,-173,395,-462,-452,-10,206.94736842105263,19,1,1,396,0,8,5,1,-78,-142
0,1,6,106,-477,583,-261,-186,-75,269.0,23,1,2,587,0,74,2,0,-200,158
0,1,23,1201,1202,-1,-311,-266,-45,95.825,40,0,219,203,1,30,47,0,892,896
0,1,54,465,-1421,1886,-218,-157,-61,444.6744186046512,43,1,6,1896,0,98,43,0,151,1113
0,1,0,221,-251,472,-508,-465,-43,188.5,26,1,16,482,0,48,77,0,-70,-63
0,1,0,1061,-396,1457,-245,-328,83,520.2857142857143,28,1,7,1463,0,2,85,1,627,106
0,1,0,10,-412,422,-268,72,-340,194.86666666666667,30,1,17,459,0,341,4,0,-294,149
0,1,26,425,-382,807,-235,-208,-27,248.15151515151516,33,1,24,827,0,48,58,0,156,80
0,1,0,723,-416,1139,-221,-183,-38,230.9056603773585,53,1,49,1187,0,78,45,0,414,109
0,1,0,609,341,268,-249,-259,10,232.66666666666666,12,0,14,282,0,18,19,1,365,84
0,1,0,220,-332,552,-571,-466,-105,187.44827586206895,29,1,9,567,0,99,5,0,-98,-4
0,1,0,687,-756,1443,-265,-125,-140,401.9166666666667,36,1,4,1439,0,63,14,1,358,437
0,1,12,1148,-256,1404,-206,-459,253,287.8979591836735,49,1,6,1415,0,4,260,0,1448,45
1,1,30,180,0,180,-535,-791,256,117.82352941176471,34,0,27,191,0,64,320,0,137,317
0,1,0,924,-833,1757,-207,-146,-61,336.7169811320755,53,1,12,1764,0,178,124,1,628,530
1,1,10,219,504,-285,-465,-210,-255,118.1875,32,0,313,26,0,242,6,0,-69,213
1,1,44,1454,809,645,-228,-110,-118,232.76666666666668,30,0,2,649,0,143,31,0,1127,485
0,1,26,626,1466,-840,-333,-254,-79,363.0416666666667,24,0,839,5,0,78,4,0,941,1779
0,1,23,811,1590,-779,-336,-215,-121,302.962962962963,27,0,778,3,0,134,12,0,1135,1914
0,1,29,1308,1634,-326,-63,-89,26,114.53125,32,0,338,23,0,36,68,0,1642,1964
0,1,19,1289,230,1059,-293,-456,163,302.97222222222223,36,0,7,1064,0,2,165,0,997,-62
0,1,46,185,-199,384,-537,-513,-24,168.7826086956522,23,1,6,405,0,25,14,0,479,91
0,1,0,1121,-529,1650,-208,-330,122,509.030303030303,33,1,5,1648,0,4,133,1,830,192
0,1,0,733,1147,-414,-198,-148,-50,127.82191780821918,73,0,685,270,1,98,98,0,438,845
1,1,55,250,-224,474,-487,-446,-41,145.59375,32,1,15,509,0,34,38,0,-81,-78
0,1,1,552,-514,1066,-174,-138,-36,301.5,36,1,9,1080,0,83,59,0,244,221
0,1,0,580,-500,1080,-193,-124,-69,336.71875,32,1,0,1076,0,58,78,1,274,179
0,1,0,1027,230,797,-334,-438,104,307.44444444444446,27,0,11,811,0,4,114,0,694,-103
0,1,1,1616,245,1371,-229,-394,165,306.3541666666667,48,0,50,1436,0,16,292,0,1316,-77
0,1,0,809,-877,1686,-201,-248,47,392.7906976744186,43,1,5,1697,0,10,55,1,468,583
0,1,34,434,1142,-708,-287,-160,-127,169.2093023255814,43,0,709,3,0,134,17,0,117,829
0,1,0,1127,-1026,2153,-208,-116,-92,387.74545454545455,55,1,12,2132,0,119,62,1,806,692
0,1,27,775,-640,1415,-239,-183,-56,310.5652173913044,46,1,2,1423,0,100,58,0,414,327
0,1,0,1397,-722,2119,-194,-244,50,459.3695652173913,46,1,8,2127,0,36,93,1,1075,376
0,1,0,990,508,482,-209,-257,48,227.3181818181818,22,0,16,506,0,13,59,1,612,132
0,1,0,472,437,35,-82,-14,-68,55.125,8,0,13,23,1,60,3,1,152,126
0,1,59,438,909,-471,-445,-204,-241,167.4375,32,0,475,8,0,248,9,0,88,559
0,1,0,1416,1449,-33,-46,145,-191,132.25,4,0,8,7,1,58,3,1,1069,1083
0,1,0,922,923,-1,-69,80,-149,82.66666666666667,3,0,29,2,0,20,6,1,576,596
0,1,62,275,2260,-1985,-457,-141,-316,362.45454545454544,55,0,1994,3,0,261,8,0,-65,1916
0,1,0,1236,-887,2123,-282,-250,-32,432.734693877551,49,1,3,2128,0,112,78,1,892,536
0,1,0,905,517,388,-190,-301,111,304.92857142857144,14,0,19,409,0,2,115,1,617,226
0,1,22,371,2162,-1791,-374,-160,-214,374.55102040816325,49,0,1788,3,0,231,19,0,41,1826
0,1,0,1877,1427,450,-176,-207,31,218.25,20,0,0,449,0,6,35,1,1585,1133
0,1,56,102,360,-258,-524,-466,-58,125.0,22,0,263,10,0,66,9,0,-235,22
0,1,62,115,-1000,1115,-315,-139,-176,325.8611111111111,36,1,14,1137,0,197,10,0,-190,689
0,1,0,980,-574,1554,-188,-248,60,436.125,40,1,102,1653,0,37,109,1,666,241
0,1,54,69,1211,-1142,-287,-185,-102,330.44444444444446,36,0,1152,12,0,130,39,0,-257,891
0,1,0,964,-915,1879,-204,-207,3,358.03846153846155,52,1,2,1877,0,59,72,1,628,613
0,1,0,824,-859,1683,-214,-268,54,371.15555555555557,45,1,9,1671,0,57,112,1,468,540
0,1,0,730,749,-19,-59,323,-382,140.25,4,0,2,5,1,53,1,1,383,382
0,1,0,1040,-515,1555,-258,-248,-10,360.93023255813955,43,1,5,1544,0,93,84,1,718,184
0,1,20,244,595,-351,-501,-70,-431,177.9,30,0,340,18,0,397,5,0,-200,129
0,1,0,619,-386,1005,-207,-216,9,278.02777777777777,36,1,10,998,0,50,45,0,264,91
0,1,0,1739,1044,695,-269,-225,-44,215.71875,32,0,1,697,0,43,3,1,1411,713
0,1,0,9,4,5,-681,-605,-76,134.33333333333334,3,0,4,28,0,25,2,1,-233,-261
0,1,0,1377,-911,2288,-143,-143,0,379.75409836065575,61,1,5,2295,0,99,101,1,1055,609
0,1,23,86,280,-194,-174,-446,272,108.1470588235294,34,0,206,14,0,11,287,0,-233,-39
0,1,3,864,-451,1315,-222,-229,7,314.0952380952381,42,1,4,1328,0,51,60,1,569,128
0,1,121,1403,495,908,-219,-192,-27,210.71428571428572,42,0,19,913,0,60,64,0,1099,196
0,1,0,1884,1443,441,-250,-210,-40,171.76,25,0,0,441,0,36,8,1,1599,1158
0,1,42,416,-1175,1591,-209,-186,-23,335.6041666666667,48,1,6,1598,0,128,108,0,75,892
0,1,0,1174,-621,1795,-142,-232,90,386.40425531914894,47,1,0,1799,0,14,110,1,884,307
0,1,0,501,-556,1057,-121,-160,39,187.984126984127,63,1,47,1108,0,104,146,0,139,245
0,1,0,789,-1410,2199,-322,-305,-17,480.2608695652174,46,1,20,2213,0,91,80,1,477,1075
0,1,64,792,1232,-440,-310,-170,-140,153.46666666666667,30,0,454,22,0,156,26,0,450,897
0,1,0,1082,-1368,2450,-136,-122,-14,444.09090909090907,55,1,3,2454,0,109,107,1,764,1029
0,1,0,533,-702,1235,-264,-244,-20,343.6216216216216,37,1,2,1246,0,75,64,0,231,401
0,1,0,479,228,251,-207,-310,103,129.65217391304347,23,0,31,263,0,41,152,1,182,-68
0,1,0,236,563,-327,-218,-183,-35,207.3684210526316,19,0,360,27,0,39,13,0,-98,235
0,1,0,604,161,443,-212,-775,563,419.468085106383,47,0,649,1087,1,2,568,1,307,-140
0,1,0,1847,1523,324,-137,-185,48,193.47058823529412,17,0,6,317,0,2,57,1,1560,1235
0,1,5,750,-515,1265,-209,-157,-52,336.86842105263156,38,1,0,1262,0,102,56,0,442,204
0,1,0,50,-229,279,-561,-423,-138,217.42307692307693,26,1,129,427,1,26,51,1,-231,-74
0,1,0,915,700,215,-212,-252,40,183.0,11,0,13,218,0,20,78,1,579,368
0,1,2,856,-2139,2995,-316,-196,-120,441.47058823529414,68,1,6,3000,0,225,102,0,527,1853
0,1,0,1373,2072,-699,-172,-132,-40,241.06896551724137,29,0,713,2,0,37,8,1,1064,1768
0,1,0,499,201,298,296,-71,367,161.85185185185185,27,0,13,297,0,2,292,0,175,-116
0,1,0,904,662,242,-265,-321,56,255.55555555555554,9,0,4,247,0,17,23,1,566,327
0,1,7,1053,-1078,2131,-170,-189,19,354.4754098360656,61,1,0,2149,0,108,104,0,760,761
0,1,3,1467,1076,391,-105,-161,56,131.13793103448276,29,0,3,408,0,6,71,0,1079,683
0,1,47,333,496,-163,-253,-86,-167,103.57692307692308,26,0,181,6,0,167,13,0,24,185
0,1,89,1222,1432,-210,-86,-79,-7,79.375,104,0,525,296,1,185,247,0,861,1131
0,1,0,1975,1554,421,-295,-249,-46,93.95945945945945,74,0,138,582,1,248,250,1,1756,1275
0,1,94,1108,1169,-61,-256,-107,-149,49.26923076923077,104,0,253,194,1,288,194,0,889,890
0,1,0,2380,629,1751,-278,-340,62,421.04761904761904,42,0,21,1764,0,34,106,1,2071,326
0,1,0,2134,1511,623,-177,-195,18,275.54545454545456,22,0,2,628,0,4,23,1,1826,1207
0,1,39,465,-458,923,-224,-197,-27,264.2,35,1,11,925,0,51,38,0,161,168
0,1,0,1055,732,323,-175,-236,61,305.90909090909093,11,0,4,330,0,4,83,1,689,370
0,1,0,218,-17,235,-77,-442,365,194.16666666666666,12,1,2,244,0,4,14,1,-86,-294
0,1,8,1166,613,553,-241,-175,-66,191.6551724137931,29,0,2,575,0,62,27,0,880,309
0,1,0,240,-409,649,-537,-200,-337,232.62857142857143,35,1,9,674,0,318,3,1,-48,125
0,1,5,223,-1758,1981,-499,-164,-335,394.80392156862746,51,1,5,1981,0,335,6,0,-83,1427
0,1,3,553,680,-127,-168,-141,-27,247.375,48,0,640,522,1,65,43,0,223,340
0,1,0,2048,1419,629,-111,-211,100,235.1851851851852,27,0,6,624,0,34,135,1,1754,1128
0,1,0,2001,1465,536,-144,-109,-35,198.48275862068965,29,0,0,557,0,59,51,1,1690,1132
0,1,0,1206,547,659,-150,-100,-50,178.3170731707317,41,0,15,703,0,84,72,1,900,210
0,1,0,516,-723,1239,-195,-120,-75,291.09090909090907,44,1,10,1260,0,141,67,0,230,391
0,1,71,71,893,-822,-254,-159,-95,320.3703703703704,27,0,842,7,0,93,6,0,-243,585
0,1,0,1997,1668,329,-165,-199,34,144.2173913043478,23,0,20,341,0,9,50,1,1714,1384
0,1,0,1255,-788,2043,-202,-199,-3,347.6,60,1,10,2044,0,141,139,0,937,507
0,1,11,577,-1103,1680,-230,-161,-69,331.48,50,1,16,1679,0,46,96,0,105,1406
0,1,31,403,-547,950,-271,-46,-225,229.85,40,1,17,938,0,96,55,0,56,231
0,1,0,892,498,394,-285,-204,-81,161.45833333333334,24,0,15,398,0,51,0,0,568,179
0,1,5,248,-754,1002,-550,-179,-371,305.6,35,1,6,995,0,375,4,0,-98,416
0,1,0,1128,-220,1348,-166,-311,145,431.60377358490564,53,1,465,1822,1,2,154,1,847,-68
0,1,0,34,1108,-1074,-316,-184,-132,344.09375,32,0,1067,2,0,117,2,0,-234,837
0,1,0,433,-449,882,-284,-282,-2,272.59375,32,1,5,876,0,25,30,1,86,158
0,1,14,482,-388,870,-265,-264,-1,267.75,32,1,16,866,0,47,48,0,152,116
0,1,6,567,214,353,-196,-417,221,183.5483870967742,31,0,103,444,1,40,272,0,864,512
0,1,32,14,-203,217,-764,-540,-224,164.73684210526315,19,1,6,235,0,224,2,0,-271,-107
0,1,1,432,674,-242,-114,-60,-54,125.3157894736842,19,0,239,16,0,64,26,0,158,404
0,1,0,1280,1298,-18,-188,-79,-109,82.82352941176471,34,0,134,120,1,120,17,0,1009,1027
1,1,22,194,-214,408,-553,-547,-6,142.07142857142858,28,1,5,423,0,42,53,0,-77,-103
0,1,0,265,247,18,-526,-381,-145,36.75,4,0,2,23,0,10,1,1,-58,-84
0,1,0,138,-446,584,-305,-262,-43,245.0,25,1,8,609,0,47,12,0,-147,128
0,1,0,13,-74,87,-497,-280,-217,211.325,40,0,349,438,1,242,29,1,-310,-223
0,1,12,255,-205,460,-551,-499,-52,103.40677966101696,59,1,6,472,0,190,207,0,-66,-108
0,1,9,431,-867,1298,-265,-223,-42,270.06382978723406,47,1,3,1298,0,56,56,0,96,558
0,1,0,492,728,-236,-246,-135,-111,174.21428571428572,56,0,607,370,1,82,78,0,163,401
0,1,52,426,-492,918,-255,-247,-8,240.26315789473685,38,1,14,946,0,42,66,0,143,191
0,1,10,7,-177,184,-773,-571,-202,149.11111111111111,18,1,13,209,0,194,0,0,-276,-119
0,1,0,31,213,-182,-818,-579,-239,138.42857142857142,21,0,181,6,0,233,0,0,-302,-120
0,1,52,881,1002,-121,-153,-118,-35,60.95238095238095,21,0,123,4,0,14,54,0,570,707
0,1,1,434,-810,1244,-249,-184,-65,287.6511627906977,43,1,4,1258,0,34,52,1,108,515
0,1,12,538,-405,943,-253,-45,-208,235.3095238095238,42,1,13,953,0,125,91,0,199,124
0,1,0,774,-829,1603,-153,60,-213,360.55555555555554,45,1,8,1596,0,150,102,1,405,516
0,1,6,2,-225,227,-739,-487,-252,165.35294117647058,17,1,4,225,0,181,0,0,-269,-50
0,1,18,155,223,-68,-603,-546,-57,125.75,8,0,78,5,0,48,0,0,-107,-39
0,1,13,4,207,-203,-746,-547,-199,173.61111111111111,18,0,224,16,0,219,4,0,-286,-83
0,1,5,1,224,-223,-689,-529,-160,160.94117647058823,17,0,231,2,0,153,0,0,-283,-56
0,1,17,12,210,-198,-674,-518,-156,134.41666666666666,24,0,260,41,0,183,3,0,-285,-79
0,1,0,1001,457,544,-195,-231,36,378.53333333333336,15,0,19,569,0,6,52,1,702,158
0,1,11,549,-552,1101,-222,-206,-16,290.97435897435895,39,1,8,1112,0,80,71,0,312,281
0,1,0,188,16,172,-466,-560,94,182.06666666666666,15,0,38,205,1,7,112,1,-112,-285
0,1,8,816,-918,1734,-175,-186,11,342.1764705882353,51,1,4,1737,0,63,125,0,504,575
0,1,0,1133,874,259,-222,-214,-8,112.8695652173913,23,0,2,267,0,16,17,1,810,551
0,1,19,576,-457,1033,-196,-212,16,276.5135135135135,37,1,9,1025,0,26,52,0,274,129
0,1,70,297,1916,-1619,-513,-168,-345,363.8723404255319,47,0,1602,18,0,363,35,0,3,1615
0,1,11,828,205,623,-233,-524,291,241.17857142857142,28,0,11,622,0,6,305,0,544,-74
0,1,5,780,-1104,1884,-201,-189,-12,374.2307692307692,52,1,0,1881,0,184,175,0,464,786
0,1,0,1488,753,735,-267,-188,-79,243.3548387096774,31,0,0,735,0,73,52,1,1169,420
0,1,29,456,173,283,-238,-327,89,163.1578947368421,19,0,18,297,0,10,99,0,164,-127
0,1,0,590,-545,1135,-197,-225,28,329.2,35,1,10,1155,0,48,84,0,265,296
1,1,23,893,1266,-373,-275,-190,-85,179.43333333333334,30,0,387,12,0,207,116,0,612,975
0,1,0,1071,685,386,-191,-272,81,339.5,12,0,5,384,0,2,89,1,760,372
0,1,0,208,721,-513,-289,-125,-164,203.30769230769232,26,0,501,0,0,74,0,1,-150,351
0,1,15,554,-476,1030,-204,-227,23,274.8918918918919,37,1,2,1029,0,24,53,0,266,139
0,1,0,974,216,758,-231,-467,236,362.8181818181818,22,0,4,762,0,2,240,1,683,-81
0,1,0,1263,123,1140,-172,-737,565,357.28333333333336,60,0,402,1536,1,4,574,1,975,-159
0,1,0,687,216,471,-259,-361,102,348.06666666666666,15,0,17,498,0,6,134,1,436,-56
0,1,34,1047,-431,1478,-242,-189,-53,287.921568627451,51,1,10,1474,0,129,91,0,745,148
0,1,33,147,-204,351,-557,-479,-78,188.23809523809524,21,1,20,378,0,60,21,0,-138,-80
0,1,0,194,407,-213,-548,-241,-307,152.53333333333333,30,0,276,48,0,330,24,1,-94,119
0,1,11,592,-1402,1994,-257,-233,-24,358.94642857142856,56,1,0,1996,0,60,51,0,283,1062
0,1,0,433,455,-22,-198,-111,-87,49.2,10,0,13,52,1,4,4,1,89,49
0,1,0,679,-444,1123,-247,-227,-20,199.10526315789474,57,1,17,1143,0,81,83,1,332,155
0,1,5,212,-639,851,-270,-124,-146,202.82608695652175,46,1,24,906,0,113,28,0,-121,369
0,1,0,1001,333,668,-229,-294,65,430.05882352941177,17,0,5,719,0,18,138,1,668,-29
0,1,0,645,1243,-598,-213,-790,577,499.8095238095238,63,0,1749,1154,1,64,646,1,352,947
0,1,0,944,313,631,-293,-394,101,440.46666666666664,15,0,8,629,0,2,105,1,636,3
0,1,0,179,378,-199,-521,-225,-296,157.38709677419354,31,0,290,85,1,312,24,1,-106,95
0,1,0,932,380,552,-232,-371,139,352.4117647058824,17,0,24,562,0,16,187,1,620,70
0,1,0,272,-456,728,-302,-332,30,327.94117647058823,51,1,455,1188,1,51,104,1,-69,140
0,1,11,568,-875,1443,-233,-175,-58,382.36842105263156,38,1,2,1446,0,70,21,0,293,592
0,1,34,260,1181,-921,-251,-119,-132,399.9583333333333,24,0,904,10,0,104,10,0,-41,864
0,1,39,79,-1243,1322,-519,-266,-253,370.0263157894737,38,1,2,1363,0,259,11,0,-198,964
0,1,0,221,562,-341,-308,-349,41,326.9259259259259,54,0,1027,693,1,75,123,1,-143,198
0,1,19,500,1031,-531,-448,-229,-219,215.7719298245614,57,0,843,305,1,318,108,0,167,705
0,1,0,973,532,441,-161,-296,135,333.64285714285717,14,0,6,445,0,6,134,1,647,206
0,1,58,597,-602,1199,-210,-188,-22,288.14285714285717,42,1,18,1203,0,98,84,0,284,299
0,1,0,1574,1199,375,-148,-125,-23,250.66666666666666,15,0,11,377,0,13,24,1,1274,907
0,1,0,1471,587,884,-204,-333,129,378.6666666666667,24,0,6,890,0,11,140,1,1178,292
0,1,35,706,-395,1101,-163,-223,60,286.61538461538464,39,1,6,1118,0,4,84,0,392,92
0,1,15,1450,739,711,-255,-180,-75,190.54054054054055,37,0,6,708,0,95,27,0,1145,434
0,1,0,212,115,97,-361,-258,-103,334.06,50,0,754,845,1,121,66,1,-105,-193
0,1,0,411,228,183,-202,-231,29,256.5,8,0,11,202,0,4,35,1,135,-62
0,1,107,147,-226,373,-597,-574,-23,109.93333333333334,75,1,63,420,0,321,374,0,-161,-128
1,1,10,651,-652,1303,-205,-158,-47,304.27906976744185,43,1,7,1300,0,97,48,0,338,307
1,1,31,193,178,15,-559,-534,-25,132.0566037735849,53,0,96,95,1,327,349,0,-115,-130
1,1,54,466,-1136,1602,-193,-157,-36,265.51612903225805,62,1,52,1662,0,81,93,0,153,828
0,1,42,1101,-567,1668,-262,-183,-79,360.21276595744683,47,1,2,1693,0,109,40,0,789,295
0,1,75,406,483,-77,-370,-291,-79,53.4,20,0,56,11,1,72,13,0,82,140
0,1,36,634,-612,1246,-221,-101,-120,276.06666666666666,45,1,8,1240,0,109,73,0,307,309
0,1,0,791,-460,1251,-212,-303,91,374.05882352941177,34,1,2,1262,0,24,126,1,434,-823
0,1,16,133,128,5,-244,-223,-21,18.5,2,0,26,17,1,20,10,0,-490,-491
0,1,0,1992,906,1086,-184,-238,54,425.7692307692308,26,0,4,1109,0,4,61,1,1621,524
0,1,0,569,-558,1127,-206,-263,57,337.1212121212121,33,1,9,1112,0,44,108,1,214,184
1,1,18,779,189,590,-209,-465,256,174.75,36,0,8,586,0,6,282,0,-1105,-517
0,1,0,231,241,-10,-328,-298,-30,32.4,5,0,20,12,1,19,5,0,-58,-50
1,1,28,1430,676,754,-260,-171,-89,260.73333333333335,30,0,10,771,0,60,35,0,1080,309
1,1,0,2113,2150,-37,-190,-193,3,51.964285714285715,28,0,92,32,1,70,132,1,1746,1797
1,1,0,871,-414,1285,-187,-241,54,435.06666666666666,30,1,14,1324,0,6,121,1,524,61
0,1,17,228,-265,493,-502,-461,-41,152.68571428571428,35,1,5,515,0,95,65,0,-138,-631
0,1,6,276,-302,578,-565,-562,-3,232.16,25,1,39,590,0,42,53,0,-98,-53
0,1,0,1278,273,1005,-266,-460,194,273.8421052631579,38,0,30,1013,0,14,252,0,926,-65
0,1,0,1033,654,379,-209,-233,24,368.09090909090907,11,0,4,390,0,4,120,1,694,314
0,1,67,837,856,-19,349,182,167,71.33333333333333,3,0,42,11,1,12,25,0,-1214,-1227
0,1,29,209,238,-29,-533,-528,-5,53.4,5,0,27,4,0,8,16,0,-123,-94
0,1,22,583,-604,1187,-197,-182,-15,252.34782608695653,46,1,14,1186,0,94,85,0,223,251
0,1,0,1507,1172,335,-175,-146,-29,132.54166666666666,24,0,0,333,0,26,0,1,-1890,-1556
0,1,0,524,474,50,-56,-97,41,60.473684210526315,19,0,12,59,1,50,90,1,-907,-858
0,1,0,250,403,-153,-557,-534,-23,213.5,8,0,181,2,0,14,17,1,-99,55
0,1,33,527,-603,1130,-268,-137,-131,252.59183673469389,49,1,8,1144,0,184,64,0,169,256
0,1,0,929,-966,1895,-172,-297,125,542.0,35,1,7,1892,0,6,169,1,616,624
0,1,24,768,-783,1551,-215,-110,-105,338.6170212765957,47,1,12,1557,0,205,99,0,415,456
0,1,35,138,263,-125,-412,-441,29,70.33333333333333,24,0,134,11,0,15,121,0,-145,-14
0,1,0,870,576,294,-185,-262,77,140.59259259259258,27,0,26,306,0,10,88,1,512,224
0,1,0,2073,1864,209,-250,-257,7,193.16666666666666,12,0,31,234,0,18,66,1,1745,1532
0,1,18,741,326,415,-161,-412,251,173.96666666666667,30,0,16,444,0,18,288,0,407,-17
0,1,0,2046,1524,522,-204,-98,-106,114.03125,64,0,121,658,1,92,121,1,1751,1237
0,1,99,1215,1210,5,-87,41,-128,65.4375,48,0,192,185,1,79,87,0,867,854
0,1,7,276,-259,535,-463,-424,-39,188.96428571428572,28,1,13,522,0,56,35,0,-86,-99
0,1,0,274,-523,797,-478,-147,-331,233.63888888888889,36,1,19,809,0,272,6,0,-78,166
0,1,0,663,680,-17,-36,237,-273,61.666666666666664,3,0,3,0,0,17,0,1,345,350
0,1,30,2,19,-17,-730,-690,-40,57.97727272727273,44,0,47,17,1,168,142,0,-304,-310
0,1,20,651,-1150,1801,-204,-53,-151,341.05555555555554,54,1,6,1822,0,119,39,0,276,818
0,1,13,1810,-236,2046,-349,-441,92,327.2769230769231,65,1,6,2035,0,178,274,0,1507,-84
0,1,70,279,1697,-1418,-445,-166,-279,349.0,42,0,1427,9,0,280,3,0,6,1437
0,1,25,451,-471,922,-255,-184,-71,256.52777777777777,36,1,7,925,0,45,12,0,112,142
0,1,28,760,-867,1627,-189,-161,-28,309.8269230769231,52,1,2,1621,0,120,96,0,448,593
0,1,91,104,-415,519,-278,-261,-17,248.22727272727272,22,1,16,532,0,23,18,0,-192,121
0,1,0,1183,-576,1759,-141,-396,255,561.625,32,1,2,1760,0,21,283,1,878,269
