,Unnamed: 0,player_mlb_id,playerID_LAHMAN,birthYear,birthMonth,birthDay,birthCountry,weight,height,bats,throws,debut,birthDate,year,years_after_debut,total_pa,total_bf,base_ended_inn,field_p,field_c,field_1b,field_2b,field_3b,field_ss,field_lf,field_cf,field_rf,batter_strikeout,pitcher_strikeout,batter_caught_stealing_3b,pitcher_caught_stealing_3b,batter_field_out,pitcher_field_out,batter_walk,pitcher_walk,batter_force_out,pitcher_force_out,batter_sac_fly,pitcher_sac_fly,batter_single,pitcher_single,batter_hit_by_pitch,pitcher_hit_by_pitch,batter_double,pitcher_double,batter_grounded_into_double_play,pitcher_grounded_into_double_play,batter_sac_bunt,pitcher_sac_bunt,batter_home_run,pitcher_home_run,batter_fielders_choice,pitcher_fielders_choice,batter_field_error,pitcher_field_error,batter_other_out,pitcher_other_out,batter_caught_stealing_2b,pitcher_caught_stealing_2b,batter_triple,pitcher_triple,batter_strikeout_double_play,pitcher_strikeout_double_play,batter_fielders_choice_out,pitcher_fielders_choice_out,batter_double_play,pitcher_double_play,batter_sac_fly_double_play,pitcher_sac_fly_double_play,batter_catcher_interf,pitcher_catcher_interf,batter_pickoff_caught_stealing_2b,pitcher_pickoff_caught_stealing_2b,batter_pickoff_2b,pitcher_pickoff_2b,batter_pickoff_caught_stealing_3b,pitcher_pickoff_caught_stealing_3b,batter_triple_play,pitcher_triple_play,batter_pickoff_1b,pitcher_pickoff_1b,batter_sac_bunt_double_play,pitcher_sac_bunt_double_play,batter_wild_pitch,pitcher_wild_pitch,batter_game_advisory,pitcher_game_advisory,batter_caught_stealing_home,pitcher_caught_stealing_home,batter_pickoff_3b,pitcher_pickoff_3b,batter_stolen_base_2b,pitcher_stolen_base_2b,batter_passed_ball,pitcher_passed_ball,batter_pickoff_caught_stealing_home,pitcher_pickoff_caught_stealing_home,batter_pickoff_error_3b,pitcher_pickoff_error_3b,batter_stolen_base_3b,pitcher_stolen_base_3b,batter_line_drive,pitcher_line_drive,batter_fly_ball,pitcher_fly_ball,batter_ground_ball,pitcher_ground_ball,batter_popup,pitcher_popup,hits,elig_pa,avg,tb,slg,obp,ops,woba,babip,k_rate,bb_rate,hr_rate,iso,xbh,rc,pa_per_k,pa_per_bb,positions_played,pitcher_hits_allowed,era_proxy,whip_proxy,baa,gb_rate,fb_rate,k_bb_ratio,avg_bf_per_outing,total_runs,fielding_att,mean_ba_on_field_att,errors,mean_ba_on_errors,field_pct,earned_runs,outs_recorded,inherited_runners,innings_pitched,ERA,primary_position
5195,5195,cee1c154e64b52e316317c67eab7a24a32ae1024,894786287b3947ddf9d1faefe11c8b5eb7b36bec,1980,12,11,USA,225,75,R,R,9/21/2004,12/11/1980,2023,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5196,5196,382174a4b199ca2beed42c97ff57312ccd30a226,aadce5a782c3839b687362e0c6fda42c95cabb1c,1989,3,16,USA,205,72,R,R,6/22/2013,3/16/1989,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5197,5197,2b8fb4c53c71dae6d2e2a528bd24a875942f0553,e4b8248e5b0d145c6310ae2abf756f0c0d1fecb1,1997,11,10,USA,205,75,L,L,7/23/2022,11/10/1997,2023,1,303,0,1,0,0,0,0,0,0,1387,1055,339,72,0,1,0,123,0,42,0,5,0,3,0,29,0,2,0,11,0,3,0,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,56,0,82,0,16,0,50,258,0.1937984496124031,91,0.3527131782945736,0.3102310231023102,0.6629442013968838,0.300990099009901,0.1550387596899224,,,,0.1589147286821705,21,32.44961240310077,3.583333333333333,6.142857142857143,3,0,,,,,,,,29.0,315.0,0.3944920634920635,,,,0.0,,0.0,0.0,0.0,lf
5198,5198,8268c9e039e5628e74e432e55d3d726be52a443c,e3a4eccf50d458fec4d47c2acdd9c8bee364740f,1987,4,16,USA,215,75,L,L,5/30/2016,4/16/1987,2023,7,0,131,0,131,0,0,0,0,0,0,0,0,0,16,0,0,0,53,0,4,0,4,0,1,0,26,0,3,0,6,0,8,0,2,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,17,0,60,0,8,0,0,,0,,,,,,0.1221374045801526,0.0305343511450381,0.0381679389312977,,0,,,,1,37,0.0381679389312977,0.3129770992366412,0.2824427480916031,0.4351145038167939,0.0534351145038167,4.0,3.2977099236641223,,7.0,0.1872857142857142,,,,25.0,83.0,321.0,27.666666666666668,8.132530120481928,p
5199,5199,ffb25e50bfc8c1135c0eea154fc17faf6777b44a,074635478f5830e1f4f2b5f90e6e5932e6b88419,1983,9,6,USA,182,76,L,L,9/16/2007,9/6/1983,2023,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5200,5200,3fb2a9e597adae69e240263841a8d5ae41687292,3d20ce6aab39fc6ba449292a15bb7392899ef827,1996,4,10,USA,245,78,R,R,9/18/2020,4/10/1996,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5201,5201,5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,12c334f86124c24046e1490db470da0d4c72ad97,1992,10,1,Aruba,218,74,R,R,8/20/2013,10/1/1992,2023,10,665,0,1,0,0,0,0,0,5462,0,0,0,109,0,0,0,268,0,56,0,22,0,6,0,118,0,7,0,31,0,21,0,0,0,19,0,0,0,3,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,111,0,245,0,32,0,170,603,0.2819237147595356,262,0.4344941956882255,0.350375939849624,0.7848701355378496,0.3476842105263158,0.2504145936981758,,,,0.1525704809286899,52,98.19568822553896,5.532110091743119,10.767857142857142,1,0,,,,,,,,60.0,462.0,0.2306608315098468,5.0,0.292,0.9891774891774892,0.0,,0.0,0.0,0.0,ss
5202,5202,6e0e372e926b3589ef8fe67ee955ef197b262075,2c8912ca42c0c3cfd8e2c87a870ed91190d8e431,1996,8,3,USA,218,77,R,R,8/13/2020,8/3/1996,2023,3,610,0,1,0,0,2367,0,2865,0,0,0,0,93,0,0,0,273,0,41,0,10,0,6,0,102,0,5,0,31,0,22,0,0,0,20,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,112,0,200,0,24,0,153,563,0.2717584369449378,244,0.433392539964476,0.3262295081967213,0.7596220481611973,0.3344918032786885,0.236234458259325,,,,0.1616341030195381,51,84.07815275310834,6.053763440860215,13.731707317073171,2,0,,,,,,,,98.0,304.0,0.175578947368421,8.0,0.183875,0.9736842105263158,0.0,,0.0,0.0,0.0,3b
5203,5203,269a1a9d4a0e9ec46d1c0dcf72843bc544d8207e,5daa141e020fc5c71632efc16394fad6e99fae09,1996,8,23,Cuba,230,74,R,R,9/3/2019,8/23/1996,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5204,5204,d4b08217c626e548835081bd2fb725f5f1071351,d50ff64cff5dd1920426bf26757f9f4e1232bedf,1994,1,15,USA,180,74,B,R,5/3/2019,1/15/1994,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5205,5205,f276020ead8deebd1e948d0fd30e0245735d8ed2,3d9abf61b544445aa59e3fc655d54e0ed2eb5668,1985,4,23,D.R.,200,70,B,R,9/2/2007,4/23/1985,2023,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5206,5206,9565cd503b046a419eae279ea75df9fe4bab5cfb,072458df974cc7f402d60d2d50dfd504428edd7e,1993,6,4,D.R.,220,73,R,R,4/21/2017,6/4/1993,2023,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5207,5207,44831cb2894c847b36838a31803c3d44dbe6bf19,5b1542ecc11e40cc065032f5a1831e7dd5493bec,1990,6,18,D.R.,225,72,B,R,9/4/2014,6/18/1990,2023,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5208,5208,d853e7096c3c748b5722a0843ee6cbebc4b412ad,517e410c4f3ade57f329ac999be194dba02353ac,1994,3,31,USA,210,76,L,L,6/26/2018,3/31/1994,2023,5,0,152,0,152,0,0,0,0,0,0,0,0,0,32,0,0,0,70,0,4,0,5,0,0,0,15,0,4,0,7,0,4,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,27,0,53,0,10,0,0,,0,,,,,,0.2105263157894736,0.0263157894736842,0.0263157894736842,,0,,,,1,26,0.0263157894736842,0.1973684210526315,0.1710526315789473,0.4934210526315789,0.0460526315789473,8.0,2.8223684210526314,,6.0,0.2466666666666666,1.0,0.234,0.8333333333333334,17.0,113.0,310.0,37.66666666666666,4.061946902654867,p
5209,5209,16b8c780bda556329b2113962a8b8031a613da18,79723e99520911b6f2691237742cf04f3ac3c33e,1988,5,9,USA,222,75,L,L,8/10/2013,5/9/1988,2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5210,5210,aebb698f42606d687696a442880df2d27d13d3d6,fd51f1d6a1368c246d8335a2f4fae8ce8b02c9d2,1995,5,4,USA,240,78,R,R,7/29/2021,5/4/1995,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5211,5211,db5a959497a3f45b886a20f13e5f0b70faee6927,681e10475d0f92afff64bd1a1d1434a0bef250c3,1993,4,7,USA,205,73,R,R,4/21/2018,4/7/1993,2023,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5212,5212,bbc17beec3602b1f8612e38ac90344bcb8bb9545,f58894f753ba45e055a9d0cbe2d24ac003d890cf,1996,5,16,USA,215,75,R,R,6/19/2022,5/16/1996,2023,1,43,0,0,0,0,0,0,0,0,121,0,318,14,0,0,0,10,0,4,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,11,0,1,0,12,38,0.3157894736842105,26,0.6842105263157895,0.3720930232558139,1.0563035495716036,0.4427906976744186,0.2105263157894736,,,,0.368421052631579,6,10.947368421052632,2.7142857142857144,9.5,2,0,,,,,,,,7.0,54.0,0.3767777777777777,,,,0.0,,0.0,0.0,0.0,rf
5213,5213,581640d1e66081f8cbe2da7d436738b1eb71bc83,799c7e65355737038fbb113ae04b9d95ce7186bd,1987,3,31,USA,190,73,R,R,8/3/2010,3/31/1987,2023,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5214,5214,da104c51b870b4e5eeef7e53ac02c654dfa7e1ce,17cc7abd3f4994c2d84d0979f9311185d84c2669,1994,10,21,USA,249,76,L,L,4/2/2021,10/21/1994,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5215,5215,fa53216f8212cb607a6129cb4ebc0b668a680b8f,adeef45b314da005cd2affbe29f31c383f6be35f,1991,5,31,USA,185,72,R,R,4/6/2016,5/31/1991,2023,7,0,19,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,1,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,0,0,0,0,,0,,,,,,0.1578947368421052,0.0526315789473684,0.0526315789473684,,0,,,,1,6,0.0526315789473684,0.3684210526315789,0.3157894736842105,0.4210526315789473,0.1052631578947368,3.0,4.0,,,,,,,7.0,11.0,83.0,3.6666666666666665,17.181818181818183,p
5216,5216,03e2eae7a110aca5c7e1d13a103ee2222beb1f76,c1f08671a4b1b1eda3f512cba12e01b11b53eb1c,1988,5,27,USA,211,70,R,R,6/10/2012,5/27/1988,2023,11,0,84,0,84,0,0,0,0,0,0,0,0,0,17,0,0,0,37,0,10,0,0,0,0,0,8,0,1,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,24,0,3,0,0,,0,,,,,,0.2023809523809523,0.119047619047619,0.0357142857142857,,0,,,,1,15,0.0357142857142857,0.2976190476190476,0.1785714285714285,0.4404761904761904,0.0476190476190476,1.7,2.702380952380953,,3.0,0.1943333333333333,,,,11.0,56.0,192.0,18.666666666666668,5.303571428571428,p
5217,5217,2e68dc279251e6c847a8c8d7e1a3076cbd1cc93a,be79c95e3a1a90e46517bad749a46a287f95e20d,1991,2,2,USA,223,75,L,L,6/27/2015,2/2/1991,2023,8,0,304,0,304,0,0,0,0,0,0,0,0,0,73,0,0,0,119,0,25,0,5,0,0,0,43,0,2,0,15,0,5,0,0,0,11,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,63,0,79,0,16,0,0,,0,,,,,,0.2401315789473684,0.0822368421052631,0.0361842105263157,,0,,,,1,69,0.0361842105263157,0.3092105263157895,0.2269736842105263,0.4078947368421052,0.0493421052631578,2.92,11.375,,11.0,0.2380909090909091,,,,37.0,203.0,594.0,67.66666666666667,4.921182266009852,p
5218,5218,436d6998603587c4e1fad1eb8a949c561d8e358d,335d39f3edd1cad7a2f1419a3ed2bf091c9f64ce,1981,7,11,USA,235,75,R,R,6/12/2005,7/11/1981,2023,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5219,5219,43e780f0c3db1b79148393b0226d24f75f6ba6da,a9e2787695bac64466b877210a9f7b6bfaee9974,1986,4,12,USA,215,78,R,R,8/31/2011,4/12/1986,2023,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5220,5220,fd7f4047f2b5b29c995949d97e80a2f2a5155a0d,cf2064b6f19f7c1f042f38801fc014a1958569c2,1992,7,17,Venezuela,190,70,R,R,8/30/2015,7/17/1992,2023,8,0,31,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,6,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,6,0,0,,0,,,,,,0.1935483870967742,0.1935483870967742,0.0,,0,,,,1,5,0.0,0.3548387096774194,0.1612903225806451,0.4193548387096774,0.032258064516129,1.0,3.903225806451613,,,,,,,3.0,20.0,82.0,6.666666666666667,4.05,p
5221,5221,823ef8ab49429d54aea814bd4302492b0a5365a6,791367a0b79a0ac423e6eb95083c3a744a97e598,1996,9,12,USA,220,76,R,R,4/29/2022,9/12/1996,2023,1,0,672,0,672,0,0,0,0,0,0,0,0,0,168,0,0,0,278,0,44,0,11,0,2,0,90,0,8,0,27,0,19,0,1,0,14,0,1,0,2,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,101,0,221,0,12,0,0,,0,,,,,,0.25,0.0654761904761904,0.0208333333333333,,0,,,,1,132,0.0208333333333333,0.2619047619047619,0.1964285714285714,0.4300595238095238,0.0446428571428571,3.8181818181818175,12.19047619047619,,19.0,0.2340555555555555,,,,50.0,479.0,1273.0,159.66666666666666,2.8183716075156577,p
5222,5222,2dd6abc1ed2c2ed1b7ed35bb26e9574991c0aa23,09fb9f0d3769d1ba631a19ca4a0a677de8dfae3d,1996,5,29,USA,225,73,L,R,6/23/2019,5/29/1996,2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5223,5223,4b82ba84000fd3581d67a3e37c411a97f53afc32,e5dd1c8cc0a49d5e81d4b796b2840eee31d5d168,1990,4,19,USA,196,70,L,R,4/1/2013,4/19/1990,2023,10,113,0,0,0,0,0,0,0,0,153,958,195,29,0,0,0,49,0,5,0,8,0,0,0,8,0,2,0,5,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,40,0,4,0,14,107,0.1308411214953271,22,0.205607476635514,0.1858407079646017,0.3914481846001157,0.1810619469026548,0.1214953271028037,,,,0.0747663551401869,6,3.906542056074767,3.689655172413793,21.4,3,0,,,,,,,,6.0,155.0,0.4338116883116883,,,,0.0,,0.0,0.0,0.0,cf
5224,5224,38168aebb9d2669dcdeba3a8559e3bc5801c6fc3,ba0a92308ea8a88f8daecde7edaafef11db13a04,1987,5,15,USA,209,74,L,L,9/1/2009,5/15/1987,2023,14,57,0,0,0,0,0,0,0,0,336,0,0,2,0,0,0,32,0,2,0,1,0,1,0,11,0,0,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,20,0,2,0,15,54,0.2777777777777778,23,0.4259259259259259,0.2982456140350877,0.7241715399610136,0.3142105263157895,0.2407407407407407,,,,0.1481481481481481,4,7.24074074074074,27.0,27.0,1,0,,,,,,,,8.0,27.0,0.4645185185185185,,,,0.0,,0.0,0.0,0.0,lf
5225,5225,770df191534bf92872c781b504300adb0fb5c181,04b75c7e4883dbc436598f2a6f020c0925d9df07,1989,7,14,USA,191,72,L,R,8/14/2012,7/14/1989,2023,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,
5226,5226,b0c4d5421b4dffd087bf973d27eb7458a90b40be,4ce90de72162ce4d073fcdff3d3c25173c9b6173,1998,5,12,CAN,173,73,R,R,4/12/2022,5/12/1998,2023,1,0,308,0,308,0,0,0,0,0,0,0,0,0,107,0,0,0,88,0,29,0,5,0,4,0,51,0,6,0,9,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,50,0,76,0,7,0,0,,0,,,,,,0.3474025974025974,0.0941558441558441,0.0097402597402597,,0,,,,1,65,0.0097402597402597,0.3051948051948052,0.211038961038961,0.3019480519480519,0.0487012987012987,3.689655172413793,2.743506493506493,,11.0,0.1579090909090909,,,,35.0,203.0,1110.0,67.66666666666667,4.655172413793103,p
5227,5227,745e1b784f3db91845844981ae0a8c06c9f09135,acf8b33fc1a98557a298911aebe5088b65fe475f,1987,8,26,USA,227,72,R,R,5/2/2013,8/26/1987,2023,10,0,239,0,239,0,0,0,0,0,0,0,0,0,56,0,0,0,102,0,18,0,2,0,3,0,30,0,3,0,9,0,7,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,71,0,13,0,0,,0,,,,,,0.2343096234309623,0.0753138075313807,0.0125523012552301,,0,,,,1,42,0.0125523012552301,0.2510460251046025,0.1757322175732217,0.4351464435146444,0.0502092050209205,3.111111111111111,2.9456066945606696,,3.0,0.1723333333333333,,,,22.0,167.0,610.0,55.66666666666666,3.5568862275449105,p
